fecha,macrosector_id,ise_var_anual,macrosector
2020-07,M09,1.2401,Inmobiliario
2020-08,M09,1.2634,Inmobiliario
2020-09,M09,1.3085,Inmobiliario
2020-10,M09,1.3755,Inmobiliario
2020-11,M09,1.4206,Inmobiliario
2020-12,M09,1.4431,Inmobiliario
2021-01,M09,1.7911,Inmobiliario
2021-02,M09,1.7933,Inmobiliario
2021-03,M09,1.9007,Inmobiliario
2021-04,M09,2.2893,Inmobiliario
2021-05,M09,2.4942,Inmobiliario
2021-06,M09,2.5341,Inmobiliario
2021-07,M09,2.5741,Inmobiliario
2021-08,M09,2.5695,Inmobiliario
2021-09,M09,2.5415,Inmobiliario
2021-10,M09,2.5023,Inmobiliario
2021-11,M09,2.4964,Inmobiliario
2021-12,M09,2.4964,Inmobiliario
2022-01,M09,2.2047,Inmobiliario
2022-02,M09,2.2782,Inmobiliario
2022-03,M09,2.2838,Inmobiliario
2022-04,M09,2.2237,Inmobiliario
2022-05,M09,2.173,Inmobiliario
2022-06,M09,2.1441,Inmobiliario
2022-07,M09,2.1598,Inmobiliario
2022-08,M09,2.138,Inmobiliario
2022-09,M09,2.1242,Inmobiliario
2022-10,M09,2.1162,Inmobiliario
2022-11,M09,2.073,Inmobiliario
2022-12,M09,2.0447,Inmobiliario
2023-01,M09,1.8202,Inmobiliario
2023-02,M09,1.8251,Inmobiliario
2023-03,M09,1.8135,Inmobiliario
2023-04,M09,1.7843,Inmobiliario
2023-05,M09,1.7848,Inmobiliario
2023-06,M09,1.7768,Inmobiliario
2023-07,M09,1.7575,Inmobiliario
2023-08,M09,1.7623,Inmobiliario
2023-09,M09,1.775,Inmobiliario
2023-10,M09,1.7965,Inmobiliario
2023-11,M09,1.8285,Inmobiliario
2023-12,M09,1.8505,Inmobiliario
2024-01,M09,2.0639,Inmobiliario
2024-02,M09,2.0714,Inmobiliario
2024-03,M09,2.0911,Inmobiliario
2024-04,M09,2.1195,Inmobiliario
2024-05,M09,2.1445,Inmobiliario
2024-06,M09,2.1651,Inmobiliario
2024-07,M09,2.1677,Inmobiliario
2024-08,M09,2.178,Inmobiliario
2024-09,M09,2.1861,Inmobiliario
2024-10,M09,2.2002,Inmobiliario
2024-11,M09,2.21,Inmobiliario
2024-12,M09,2.2092,Inmobiliario
2025-01,M09,2.0726,Inmobiliario
2025-02,M09,2.0277,Inmobiliario
2025-03,M09,1.9976,Inmobiliario
2025-04,M09,1.9703,Inmobiliario
2025-05,M09,1.9711,Inmobiliario
2025-06,M09,1.9815,Inmobiliario
2025-07,M09,1.993,Inmobiliario
2025-08,M09,2.0059,Inmobiliario
2025-09,M09,2.0079,Inmobiliario
2025-10,M09,1.9923,Inmobiliario
2025-11,M09,1.9812,Inmobiliario
2025-12,M09,1.9834,Inmobiliario
2026-01,M09,1.7603,Inmobiliario
2026-02,M09,1.7311,Inmobiliario
2015-01,M10,3.7888,Servicios profesionales
2015-02,M10,2.8267,Servicios profesionales
2015-03,M10,2.2393,Servicios profesionales
2015-04,M10,1.7475,Servicios profesionales
2015-05,M10,1.4078,Servicios profesionales
2015-06,M10,1.1644,Servicios profesionales
2015-07,M10,1.2059,Servicios profesionales
2015-08,M10,1.1674,Servicios profesionales
2015-09,M10,1.0342,Servicios profesionales
2015-10,M10,0.7484,Servicios profesionales
2015-11,M10,0.3221,Servicios profesionales
2015-12,M10,-0.1878,Servicios profesionales
2016-01,M10,-2.6853,Servicios profesionales
2016-02,M10,-2.4097,Servicios profesionales
2016-03,M10,-2.6611,Servicios profesionales
2016-04,M10,-2.4502,Servicios profesionales
2016-05,M10,-2.4146,Servicios profesionales
2016-06,M10,-2.4978,Servicios profesionales
2016-07,M10,-2.8098,Servicios profesionales
2016-08,M10,-2.953,Servicios profesionales
2016-09,M10,-2.9407,Servicios profesionales
2016-10,M10,-2.8141,Servicios profesionales
2016-11,M10,-2.6237,Servicios profesionales
2016-12,M10,-2.4341,Servicios profesionales
2017-01,M10,0.2903,Servicios profesionales
2017-02,M10,0.1976,Servicios profesionales
2017-03,M10,0.5438,Servicios profesionales
2017-04,M10,0.5546,Servicios profesionales
2017-05,M10,0.7351,Servicios profesionales
2017-06,M10,1.031,Servicios profesionales
2017-07,M10,1.1597,Servicios profesionales
2017-08,M10,1.2827,Servicios profesionales
2017-09,M10,1.2749,Servicios profesionales
2017-10,M10,1.1911,Servicios profesionales
2017-11,M10,1.2136,Servicios profesionales
2017-12,M10,1.4555,Servicios profesionales
2018-01,M10,2.9015,Servicios profesionales
2018-02,M10,2.9451,Servicios profesionales
2018-03,M10,3.4192,Servicios profesionales
2018-04,M10,3.6677,Servicios profesionales
2018-05,M10,3.5861,Servicios profesionales
2018-06,M10,3.7104,Servicios profesionales
2018-07,M10,3.5933,Servicios profesionales
2018-08,M10,3.7248,Servicios profesionales
2018-09,M10,3.7742,Servicios profesionales
2018-10,M10,3.9154,Servicios profesionales
2018-11,M10,4.069,Servicios profesionales
2018-12,M10,3.9711,Servicios profesionales
2019-01,M10,4.4296,Servicios profesionales
2019-02,M10,4.8835,Servicios profesionales
2019-03,M10,3.9207,Servicios profesionales
2019-04,M10,3.6926,Servicios profesionales
2019-05,M10,3.9868,Servicios profesionales
2019-06,M10,3.8267,Servicios profesionales
2019-07,M10,4.0009,Servicios profesionales
2019-08,M10,3.8442,Servicios profesionales
2019-09,M10,3.7588,Servicios profesionales
2019-10,M10,3.7134,Servicios profesionales
2019-11,M10,3.5819,Servicios profesionales
2019-12,M10,3.447,Servicios profesionales
2020-01,M10,3.5632,Servicios profesionales
2020-02,M10,2.9207,Servicios profesionales
2020-03,M10,1.3036,Servicios profesionales
2020-04,M10,-2.1249,Servicios profesionales
2020-05,M10,-4.4471,Servicios profesionales
2020-06,M10,-5.6182,Servicios profesionales
2020-07,M10,-6.1514,Servicios profesionales
2020-08,M10,-6.5353,Servicios profesionales
2020-09,M10,-6.4079,Servicios profesionales
2020-10,M10,-6.2416,Servicios profesionales
2020-11,M10,-6.0398,Servicios profesionales
2020-12,M10,-5.7903,Servicios profesionales
2021-01,M10,-1.5774,Servicios profesionales
2021-02,M10,-1.0974,Servicios profesionales
2021-03,M10,1.1479,Servicios profesionales
2021-04,M10,4.2402,Servicios profesionales
2021-05,M10,5.8109,Servicios profesionales
2021-06,M10,6.9385,Servicios profesionales
2021-07,M10,7.7237,Servicios profesionales
2021-08,M10,8.2592,Servicios profesionales
2021-09,M10,8.986,Servicios profesionales
2021-10,M10,9.0693,Servicios profesionales
2021-11,M10,9.4723,Servicios profesionales
2021-12,M10,9.7335,Servicios profesionales
2022-01,M10,7.2394,Servicios profesionales
2022-02,M10,7.8584,Servicios profesionales
2022-03,M10,8.1797,Servicios profesionales
2022-04,M10,8.9253,Servicios profesionales
2022-05,M10,9.9255,Servicios profesionales
2022-06,M10,10.31,Servicios profesionales
2022-07,M10,9.9441,Servicios profesionales
2022-08,M10,9.8704,Servicios profesionales
2022-09,M10,9.3099,Servicios profesionales
2022-10,M10,8.9986,Servicios profesionales
2022-11,M10,8.2365,Servicios profesionales
2022-12,M10,7.8601,Servicios profesionales
2023-01,M10,4.9462,Servicios profesionales
2023-02,M10,3.8377,Servicios profesionales
2023-03,M10,3.3111,Servicios profesionales
2023-04,M10,2.2505,Servicios profesionales
2023-05,M10,1.7522,Servicios profesionales
2023-06,M10,2.2578,Servicios profesionales
2023-07,M10,2.3234,Servicios profesionales
2023-08,M10,2.2371,Servicios profesionales
2023-09,M10,1.9124,Servicios profesionales
2023-10,M10,1.9677,Servicios profesionales
2023-11,M10,2.1527,Servicios profesionales
2023-12,M10,1.9154,Servicios profesionales
2024-01,M10,0.3467,Servicios profesionales
2024-02,M10,0.1491,Servicios profesionales
2024-03,M10,-0.373,Servicios profesionales
2024-04,M10,0.4519,Servicios profesionales
2024-05,M10,0.5223,Servicios profesionales
2024-06,M10,-0.4008,Servicios profesionales
2024-07,M10,-0.4087,Servicios profesionales
2024-08,M10,-0.399,Servicios profesionales
2024-09,M10,-0.3987,Servicios profesionales
2024-10,M10,-0.5102,Servicios profesionales
2024-11,M10,-0.5908,Servicios profesionales
2024-12,M10,-0.4191,Servicios profesionales
2025-01,M10,0.2032,Servicios profesionales
2025-02,M10,0.5831,Servicios profesionales
2025-03,M10,1.0917,Servicios profesionales
2025-04,M10,1.17,Servicios profesionales
2025-05,M10,1.2606,Servicios profesionales
2025-06,M10,1.3275,Servicios profesionales
2025-07,M10,1.375,Servicios profesionales
2025-08,M10,1.2906,Servicios profesionales
2025-09,M10,1.2794,Servicios profesionales
2025-10,M10,1.2959,Servicios profesionales
2025-11,M10,1.2769,Servicios profesionales
2025-12,M10,1.3416,Servicios profesionales
2026-01,M10,1.2623,Servicios profesionales
2026-02,M10,1.2444,Servicios profesionales
2015-01,M11,5.1643,"Gobierno, educ. y salud"
2015-02,M11,5.8116,"Gobierno, educ. y salud"
2015-03,M11,6.1532,"Gobierno, educ. y salud"
2015-04,M11,6.0729,"Gobierno, educ. y salud"
2015-05,M11,6.4834,"Gobierno, educ. y salud"
2015-06,M11,6.529,"Gobierno, educ. y salud"
2015-07,M11,7.1198,"Gobierno, educ. y salud"
2015-08,M11,7.4961,"Gobierno, educ. y salud"
2015-09,M11,7.4347,"Gobierno, educ. y salud"
2015-10,M11,6.8572,"Gobierno, educ. y salud"
2015-11,M11,6.105,"Gobierno, educ. y salud"
2015-12,M11,5.3276,"Gobierno, educ. y salud"
2016-01,M11,0.968,"Gobierno, educ. y salud"
2016-02,M11,1.7324,"Gobierno, educ. y salud"
2016-03,M11,2.3114,"Gobierno, educ. y salud"
2016-04,M11,3.0213,"Gobierno, educ. y salud"
2016-05,M11,3.2253,"Gobierno, educ. y salud"
2016-06,M11,3.313,"Gobierno, educ. y salud"
2016-07,M11,2.8827,"Gobierno, educ. y salud"
2016-08,M11,2.3911,"Gobierno, educ. y salud"
2016-09,M11,2.4028,"Gobierno, educ. y salud"
2016-10,M11,2.7542,"Gobierno, educ. y salud"
2016-11,M11,3.214,"Gobierno, educ. y salud"
2016-12,M11,3.6769,"Gobierno, educ. y salud"
2017-01,M11,6.0456,"Gobierno, educ. y salud"
2017-02,M11,4.6526,"Gobierno, educ. y salud"
2017-03,M11,3.8931,"Gobierno, educ. y salud"
2017-04,M11,3.2774,"Gobierno, educ. y salud"
2017-05,M11,3.1056,"Gobierno, educ. y salud"
2017-06,M11,3.476,"Gobierno, educ. y salud"
2017-07,M11,3.3888,"Gobierno, educ. y salud"
2017-08,M11,3.5186,"Gobierno, educ. y salud"
2017-09,M11,3.3425,"Gobierno, educ. y salud"
2017-10,M11,3.3032,"Gobierno, educ. y salud"
2017-11,M11,3.3847,"Gobierno, educ. y salud"
2017-12,M11,3.4631,"Gobierno, educ. y salud"
2018-01,M11,3.265,"Gobierno, educ. y salud"
2018-02,M11,4.0389,"Gobierno, educ. y salud"
2018-03,M11,4.4319,"Gobierno, educ. y salud"
2018-04,M11,4.6186,"Gobierno, educ. y salud"
2018-05,M11,4.7033,"Gobierno, educ. y salud"
2018-06,M11,4.6408,"Gobierno, educ. y salud"
2018-07,M11,4.5786,"Gobierno, educ. y salud"
2018-08,M11,4.6375,"Gobierno, educ. y salud"
2018-09,M11,4.7714,"Gobierno, educ. y salud"
2018-10,M11,4.8502,"Gobierno, educ. y salud"
2018-11,M11,4.8473,"Gobierno, educ. y salud"
2018-12,M11,4.7362,"Gobierno, educ. y salud"
2019-01,M11,5.6875,"Gobierno, educ. y salud"
2019-02,M11,6.0895,"Gobierno, educ. y salud"
2019-03,M11,5.1703,"Gobierno, educ. y salud"
2019-04,M11,5.1262,"Gobierno, educ. y salud"
2019-05,M11,5.3001,"Gobierno, educ. y salud"
2019-06,M11,5.1342,"Gobierno, educ. y salud"
2019-07,M11,5.3469,"Gobierno, educ. y salud"
2019-08,M11,5.2901,"Gobierno, educ. y salud"
2019-09,M11,5.3029,"Gobierno, educ. y salud"
2019-10,M11,5.2033,"Gobierno, educ. y salud"
2019-11,M11,5.1699,"Gobierno, educ. y salud"
2019-12,M11,5.0963,"Gobierno, educ. y salud"
2020-01,M11,1.2523,"Gobierno, educ. y salud"
2020-02,M11,0.76,"Gobierno, educ. y salud"
2020-03,M11,1.5649,"Gobierno, educ. y salud"
2020-04,M11,0.4801,"Gobierno, educ. y salud"
2020-05,M11,-0.3682,"Gobierno, educ. y salud"
2020-06,M11,-0.6295,"Gobierno, educ. y salud"
2020-07,M11,-0.8279,"Gobierno, educ. y salud"
2020-08,M11,-0.9223,"Gobierno, educ. y salud"
2020-09,M11,-0.9133,"Gobierno, educ. y salud"
2020-10,M11,-0.6284,"Gobierno, educ. y salud"
2020-11,M11,-0.1608,"Gobierno, educ. y salud"
2020-12,M11,0.3091,"Gobierno, educ. y salud"
2021-01,M11,8.2535,"Gobierno, educ. y salud"
2021-02,M11,7.5341,"Gobierno, educ. y salud"
2021-03,M11,7.1756,"Gobierno, educ. y salud"
2021-04,M11,8.3066,"Gobierno, educ. y salud"
2021-05,M11,8.4055,"Gobierno, educ. y salud"
2021-06,M11,8.4888,"Gobierno, educ. y salud"
2021-07,M11,8.3779,"Gobierno, educ. y salud"
2021-08,M11,8.307,"Gobierno, educ. y salud"
2021-09,M11,9.1395,"Gobierno, educ. y salud"
2021-10,M11,8.9044,"Gobierno, educ. y salud"
2021-11,M11,8.7303,"Gobierno, educ. y salud"
2021-12,M11,8.4615,"Gobierno, educ. y salud"
2022-01,M11,2.7165,"Gobierno, educ. y salud"
2022-02,M11,3.7191,"Gobierno, educ. y salud"
2022-03,M11,3.523,"Gobierno, educ. y salud"
2022-04,M11,4.6733,"Gobierno, educ. y salud"
2022-05,M11,4.8226,"Gobierno, educ. y salud"
2022-06,M11,4.3294,"Gobierno, educ. y salud"
2022-07,M11,3.7396,"Gobierno, educ. y salud"
2022-08,M11,3.4582,"Gobierno, educ. y salud"
2022-09,M11,2.348,"Gobierno, educ. y salud"
2022-10,M11,1.9882,"Gobierno, educ. y salud"
2022-11,M11,1.4286,"Gobierno, educ. y salud"
2022-12,M11,1.1217,"Gobierno, educ. y salud"
2023-01,M11,0.1001,"Gobierno, educ. y salud"
2023-02,M11,0.0385,"Gobierno, educ. y salud"
2023-03,M11,0.7687,"Gobierno, educ. y salud"
2023-04,M11,-0.2807,"Gobierno, educ. y salud"
2023-05,M11,0.2344,"Gobierno, educ. y salud"
2023-06,M11,2.6655,"Gobierno, educ. y salud"
2023-07,M11,3.5182,"Gobierno, educ. y salud"
2023-08,M11,4.0146,"Gobierno, educ. y salud"
2023-09,M11,4.1791,"Gobierno, educ. y salud"
2023-10,M11,4.3772,"Gobierno, educ. y salud"
2023-11,M11,4.9481,"Gobierno, educ. y salud"
2023-12,M11,4.9338,"Gobierno, educ. y salud"
2024-01,M11,6.6834,"Gobierno, educ. y salud"
2024-02,M11,6.209,"Gobierno, educ. y salud"
2024-03,M11,6.0454,"Gobierno, educ. y salud"
2024-04,M11,8.5739,"Gobierno, educ. y salud"
2024-05,M11,8.4198,"Gobierno, educ. y salud"
2024-06,M11,5.1628,"Gobierno, educ. y salud"
2024-07,M11,4.4424,"Gobierno, educ. y salud"
2024-08,M11,3.9752,"Gobierno, educ. y salud"
2024-09,M11,3.8742,"Gobierno, educ. y salud"
2024-10,M11,4.0441,"Gobierno, educ. y salud"
2024-11,M11,3.7928,"Gobierno, educ. y salud"
2024-12,M11,4.0636,"Gobierno, educ. y salud"
2025-01,M11,3.6977,"Gobierno, educ. y salud"
2025-02,M11,3.7191,"Gobierno, educ. y salud"
2025-03,M11,3.8077,"Gobierno, educ. y salud"
2025-04,M11,1.5547,"Gobierno, educ. y salud"
2025-05,M11,1.6045,"Gobierno, educ. y salud"
2025-06,M11,2.609,"Gobierno, educ. y salud"
2025-07,M11,3.9749,"Gobierno, educ. y salud"
2025-08,M11,4.1727,"Gobierno, educ. y salud"
2025-09,M11,4.3773,"Gobierno, educ. y salud"
2025-10,M11,4.3873,"Gobierno, educ. y salud"
2025-11,M11,4.454,"Gobierno, educ. y salud"
2025-12,M11,4.4889,"Gobierno, educ. y salud"
2026-01,M11,4.4337,"Gobierno, educ. y salud"
2026-02,M11,3.872,"Gobierno, educ. y salud"
2015-01,M12,1.1894,Arte y recreación
2015-02,M12,2.1195,Arte y recreación
2015-03,M12,2.3466,Arte y recreación
2015-04,M12,2.9464,Arte y recreación
2015-05,M12,3.3808,Arte y recreación
2015-06,M12,3.5818,Arte y recreación
2015-07,M12,3.8181,Arte y recreación
2015-08,M12,3.9166,Arte y recreación
2015-09,M12,3.8238,Arte y recreación
2015-10,M12,3.8514,Arte y recreación
2015-11,M12,3.9361,Arte y recreación
2015-12,M12,4.2394,Arte y recreación
2016-01,M12,5.8184,Arte y recreación
2016-02,M12,6.4289,Arte y recreación
2016-03,M12,6.3407,Arte y recreación
2016-04,M12,6.3528,Arte y recreación
2016-05,M12,6.4605,Arte y recreación
2016-06,M12,6.4455,Arte y recreación
2016-07,M12,6.1337,Arte y recreación
2016-08,M12,5.9712,Arte y recreación
2016-09,M12,6.055,Arte y recreación
2016-10,M12,5.8945,Arte y recreación
2016-11,M12,5.7209,Arte y recreación
2016-12,M12,5.5421,Arte y recreación
2017-01,M12,3.2955,Arte y recreación
2017-02,M12,4.1469,Arte y recreación
2017-03,M12,3.4017,Arte y recreación
2017-04,M12,2.6444,Arte y recreación
2017-05,M12,2.4973,Arte y recreación
2017-06,M12,2.3442,Arte y recreación
2017-07,M12,2.4007,Arte y recreación
2017-08,M12,2.3852,Arte y recreación
2017-09,M12,2.0779,Arte y recreación
2017-10,M12,2.052,Arte y recreación
2017-11,M12,1.9781,Arte y recreación
2017-12,M12,2.1064,Arte y recreación
2018-01,M12,0.2867,Arte y recreación
2018-02,M12,-1.9606,Arte y recreación
2018-03,M12,-1.9467,Arte y recreación
2018-04,M12,-1.1795,Arte y recreación
2018-05,M12,-0.7365,Arte y recreación
2018-06,M12,-0.1493,Arte y recreación
2018-07,M12,-0.022,Arte y recreación
2018-08,M12,0.3719,Arte y recreación
2018-09,M12,0.6319,Arte y recreación
2018-10,M12,1.2335,Arte y recreación
2018-11,M12,1.7452,Arte y recreación
2018-12,M12,2.2927,Arte y recreación
2019-01,M12,10.1412,Arte y recreación
2019-02,M12,10.6314,Arte y recreación
2019-03,M12,12.5462,Arte y recreación
2019-04,M12,13.2381,Arte y recreación
2019-05,M12,13.6189,Arte y recreación
2019-06,M12,13.5533,Arte y recreación
2019-07,M12,13.8456,Arte y recreación
2019-08,M12,13.6406,Arte y recreación
2019-09,M12,13.367,Arte y recreación
2019-10,M12,13.6534,Arte y recreación
2019-11,M12,13.4872,Arte y recreación
2019-12,M12,13.037,Arte y recreación
2020-01,M12,8.6879,Arte y recreación
2020-02,M12,11.8312,Arte y recreación
2020-03,M12,3.8297,Arte y recreación
2020-04,M12,-7.2909,Arte y recreación
2020-05,M12,-13.2562,Arte y recreación
2020-06,M12,-15.5823,Arte y recreación
2020-07,M12,-16.0732,Arte y recreación
2020-08,M12,-15.3093,Arte y recreación
2020-09,M12,-14.1029,Arte y recreación
2020-10,M12,-13.6699,Arte y recreación
2020-11,M12,-12.7539,Arte y recreación
2020-12,M12,-11.7871,Arte y recreación
2021-01,M12,3.2123,Arte y recreación
2021-02,M12,0.6545,Arte y recreación
2021-03,M12,9.1037,Arte y recreación
2021-04,M12,21.9682,Arte y recreación
2021-05,M12,31.148,Arte y recreación
2021-06,M12,35.8519,Arte y recreación
2021-07,M12,37.379,Arte y recreación
2021-08,M12,35.5571,Arte y recreación
2021-09,M12,35.4529,Arte y recreación
2021-10,M12,34.8759,Arte y recreación
2021-11,M12,34.3046,Arte y recreación
2021-12,M12,34.4261,Arte y recreación
2022-01,M12,29.3354,Arte y recreación
2022-02,M12,27.9902,Arte y recreación
2022-03,M12,30.2782,Arte y recreación
2022-04,M12,28.5463,Arte y recreación
2022-05,M12,28.9258,Arte y recreación
2022-06,M12,26.7941,Arte y recreación
2022-07,M12,24.6564,Arte y recreación
2022-08,M12,24.9792,Arte y recreación
2022-09,M12,26.6218,Arte y recreación
2022-10,M12,28.5185,Arte y recreación
2022-11,M12,29.128,Arte y recreación
2022-12,M12,28.109,Arte y recreación
2023-01,M12,14.8308,Arte y recreación
2023-02,M12,15.0652,Arte y recreación
2023-03,M12,14.8136,Arte y recreación
2023-04,M12,16.31,Arte y recreación
2023-05,M12,14.2306,Arte y recreación
2023-06,M12,13.9252,Arte y recreación
2023-07,M12,13.7791,Arte y recreación
2023-08,M12,14.3682,Arte y recreación
2023-09,M12,12.9616,Arte y recreación
2023-10,M12,10.6953,Arte y recreación
2023-11,M12,11.0846,Arte y recreación
2023-12,M12,10.3779,Arte y recreación
2024-01,M12,8.8974,Arte y recreación
2024-02,M12,9.2691,Arte y recreación
2024-03,M12,5.9509,Arte y recreación
2024-04,M12,5.593,Arte y recreación
2024-05,M12,6.5099,Arte y recreación
2024-06,M12,8.4975,Arte y recreación
2024-07,M12,11.1626,Arte y recreación
2024-08,M12,10.7513,Arte y recreación
2024-09,M12,9.6867,Arte y recreación
2024-10,M12,9.4445,Arte y recreación
2024-11,M12,7.6736,Arte y recreación
2024-12,M12,8.1919,Arte y recreación
2025-01,M12,10.641,Arte y recreación
2025-02,M12,15.5809,Arte y recreación
2025-03,M12,15.1255,Arte y recreación
2025-04,M12,14.2264,Arte y recreación
2025-05,M12,12.6444,Arte y recreación
2025-06,M12,11.4413,Arte y recreación
2025-07,M12,9.9432,Arte y recreación
2025-08,M12,9.5486,Arte y recreación
2025-09,M12,9.4012,Arte y recreación
2025-10,M12,9.717,Arte y recreación
2025-11,M12,10.0783,Arte y recreación
2025-12,M12,9.8936,Arte y recreación
