fecha,macrosector_id,macrosector,ise_var_anual,ipc_var_anual,tpm,var_empleo_anual,ipp_var_anual,costo_var,ise_es_real,ise_norm,emp_norm,costo_norm,tpm_norm,icds,estado,estado_nombre,vulnerabilidad
2015-01,M01,Agropecuario,2.9801,3.82,,,,3.82,True,0.5856,,0.6847,,0.6186,S2,Crecimiento,Moderada
2015-02,M01,Agropecuario,2.6462,4.36,,,,4.36,True,0.5315,,0.6396,,0.5675,S3,Estabilidad,Moderada
2015-03,M01,Agropecuario,2.9813,4.56,,,,4.56,True,0.5946,,0.5856,,0.5916,S3,Estabilidad,Moderada
2015-04,M01,Agropecuario,3.2887,4.64,,,,4.64,True,0.6216,,0.5676,,0.6036,S2,Crecimiento,Moderada
2015-05,M01,Agropecuario,2.9136,4.41,,,,4.41,True,0.5676,,0.6306,,0.5886,S3,Estabilidad,Moderada
2015-06,M01,Agropecuario,3.0476,4.42,,,,4.42,True,0.6036,,0.6216,,0.6096,S2,Crecimiento,Moderada
2015-07,M01,Agropecuario,3.4464,4.46,,,,4.46,True,0.6396,,0.6036,,0.6276,S2,Crecimiento,Moderada
2015-08,M01,Agropecuario,4.0314,4.74,,,,4.74,True,0.6757,,0.5586,,0.6367,S2,Crecimiento,Moderada
2015-09,M01,Agropecuario,4.3788,5.35,,,,5.35,True,0.7387,,0.5315,,0.6696,S2,Crecimiento,Moderada
2015-10,M01,Agropecuario,4.263,5.89,,,,5.89,True,0.7027,,0.4955,,0.6336,S2,Crecimiento,Moderada
2015-11,M01,Agropecuario,4.3,6.39,,,,6.39,True,0.7207,,0.4865,,0.6426,S2,Crecimiento,Moderada
2015-12,M01,Agropecuario,4.3,6.77,,,,6.77,True,0.7207,,0.4685,,0.6366,S2,Crecimiento,Moderada
2016-01,M01,Agropecuario,-1.8721,7.45,,-3.2278,18.0676,18.0676,True,0.027,0.1414,0.1802,,0.0967,S5,Contracción,Alta
2016-02,M01,Agropecuario,-0.0289,7.59,6.0,-1.8321,17.9049,17.9049,True,0.1532,0.2424,0.1892,0.718,0.2674,S4,Decrecimiento,Media
2016-03,M01,Agropecuario,0.8593,7.98,6.0,-1.3783,14.7103,14.7103,True,0.2883,0.303,0.2432,0.718,0.3474,S4,Decrecimiento,Media
2016-04,M01,Agropecuario,0.4929,7.93,6.0,5.7789,18.2099,18.2099,True,0.2432,0.8283,0.1712,0.718,0.4463,S3,Estabilidad,Moderada
2016-05,M01,Agropecuario,0.1293,8.2,6.9677,0.3686,23.0505,23.0505,True,0.1892,0.4545,0.1441,0.6634,0.3176,S4,Decrecimiento,Media
2016-06,M01,Agropecuario,0.4499,8.6,7.0,2.9224,24.5214,24.5214,True,0.2342,0.6566,0.1261,0.6543,0.3812,S4,Decrecimiento,Media
2016-07,M01,Agropecuario,-1.4419,8.97,7.0,3.029,24.4392,24.4392,True,0.045,0.6869,0.1351,0.6543,0.3149,S4,Decrecimiento,Media
2016-08,M01,Agropecuario,0.0186,8.1,7.0,6.3994,12.651,12.651,True,0.1712,0.8687,0.3063,0.6543,0.4451,S3,Estabilidad,Moderada
2016-09,M01,Agropecuario,0.7297,7.27,7.0,-3.6934,8.8446,8.8446,True,0.2703,0.1111,0.3964,0.6543,0.3133,S4,Decrecimiento,Media
2016-10,M01,Agropecuario,1.162,6.48,7.0,-2.367,5.8562,5.8562,True,0.3333,0.2323,0.5045,0.6543,0.3904,S4,Decrecimiento,Media
2016-11,M01,Agropecuario,2.2825,5.96,7.0,-1.7686,4.5219,4.5219,True,0.4955,0.2727,0.5946,0.6543,0.4834,S3,Estabilidad,Moderada
2016-12,M01,Agropecuario,2.7367,5.75,7.0,-3.2151,1.0472,1.0472,True,0.5495,0.1515,0.7838,0.6543,0.5126,S3,Estabilidad,Moderada
2017-01,M01,Agropecuario,9.9076,5.47,7.0,5.9211,-0.6868,-0.6868,True,0.991,0.8384,0.8829,0.6543,0.8807,S1,Aceleración,Baja
2017-02,M01,Agropecuario,9.1701,5.18,7.0,0.186,-3.2165,-3.2165,True,0.973,0.4444,0.955,0.6543,0.7894,S2,Crecimiento,Moderada
2017-03,M01,Agropecuario,9.1233,4.69,7.0,8.8086,-2.3024,-2.3024,True,0.964,0.9192,0.9279,0.6543,0.8991,S1,Aceleración,Baja
2017-04,M01,Agropecuario,7.6302,4.66,7.0,2.5921,-3.6309,-3.6309,True,0.9009,0.6364,0.973,0.6543,0.8122,S1,Aceleración,Baja
2017-05,M01,Agropecuario,7.8074,4.37,7.0,11.2617,-6.2575,-6.2575,True,0.9189,0.9798,0.982,0.6543,0.9071,S1,Aceleración,Baja
2017-06,M01,Agropecuario,8.6668,3.99,7.0,2.1393,-7.6784,-7.6784,True,0.955,0.596,0.991,0.6543,0.8273,S1,Aceleración,Baja
2017-07,M01,Agropecuario,9.575,3.4,7.0,7.9785,-8.3229,-8.3229,True,0.982,0.8889,1.0,0.6543,0.9132,S1,Aceleración,Baja
2017-08,M01,Agropecuario,8.4637,3.87,7.0,2.2756,-1.1821,-1.1821,True,0.9459,0.6061,0.8919,0.6543,0.8064,S1,Aceleración,Baja
2017-09,M01,Agropecuario,7.7621,3.97,7.0,9.9304,-1.3344,-1.3344,True,0.9099,0.9495,0.9099,0.6543,0.8815,S1,Aceleración,Baja
2017-10,M01,Agropecuario,7.1286,4.05,6.871,2.9856,-0.3431,-0.3431,True,0.8919,0.6768,0.8739,0.6725,0.8016,S1,Aceleración,Baja
2017-11,M01,Agropecuario,6.2393,4.12,5.0,8.2882,0.3249,0.3249,True,0.8468,0.9091,0.8288,0.9727,0.8777,S1,Aceleración,Baja
2017-12,M01,Agropecuario,5.5763,4.09,5.0,3.8593,0.865,0.865,True,0.8108,0.7374,0.8018,0.9727,0.8149,S1,Aceleración,Baja
2018-01,M01,Agropecuario,2.2653,3.68,5.0,7.9665,-0.0084,-0.0084,True,0.4775,0.8788,0.8468,0.9727,0.726,S2,Crecimiento,Moderada
2018-02,M01,Agropecuario,1.8013,3.37,5.0,3.5732,0.9605,0.9605,True,0.4144,0.7172,0.7928,0.9727,0.6495,S2,Crecimiento,Moderada
2018-03,M01,Agropecuario,2.1582,3.14,5.0,2.3164,1.2839,1.2839,True,0.4685,0.6263,0.7748,0.9727,0.6448,S2,Crecimiento,Moderada
2018-04,M01,Agropecuario,3.3017,3.13,5.0,0.1107,0.3471,0.3471,True,0.6306,0.4343,0.8198,0.9727,0.6707,S2,Crecimiento,Moderada
2018-05,M01,Agropecuario,3.6895,3.16,5.0,-3.1609,0.1958,0.1958,True,0.6577,0.1717,0.8378,0.9727,0.6195,S2,Crecimiento,Moderada
2018-06,M01,Agropecuario,2.4748,3.2,5.0,-0.3096,0.3928,0.3928,True,0.5225,0.3838,0.8108,0.9727,0.613,S2,Crecimiento,Moderada
2018-07,M01,Agropecuario,2.8355,3.12,5.0,-6.4775,-0.3419,-0.3419,True,0.5586,0.0707,0.8649,0.9727,0.56,S3,Estabilidad,Moderada
2018-08,M01,Agropecuario,2.2804,3.1,5.0,3.3243,-0.0684,-0.0684,True,0.4865,0.7071,0.8559,0.9727,0.6885,S2,Crecimiento,Moderada
2018-09,M01,Agropecuario,1.9197,3.23,5.0,-1.773,3.1469,3.1469,True,0.4324,0.2626,0.7207,0.9727,0.5287,S3,Estabilidad,Moderada
2018-10,M01,Agropecuario,1.981,3.33,5.0,1.1308,3.8385,3.8385,True,0.4414,0.5051,0.6757,0.9727,0.5839,S3,Estabilidad,Moderada
2018-11,M01,Agropecuario,1.7863,3.27,5.0,-1.8246,3.4515,3.4515,True,0.4054,0.2525,0.7027,0.9727,0.5117,S3,Estabilidad,Moderada
2018-12,M01,Agropecuario,1.5939,3.18,5.0,4.3037,4.6107,4.6107,True,0.3694,0.7677,0.5766,0.9727,0.6009,S2,Crecimiento,Moderada
2019-01,M01,Agropecuario,1.0944,3.15,5.0,-3.6238,5.7861,5.7861,True,0.3243,0.1212,0.5135,0.9727,0.4086,S3,Estabilidad,Moderada
2019-02,M01,Agropecuario,1.0586,3.01,5.0,-1.5819,4.3526,4.3526,True,0.3153,0.2828,0.6486,0.9727,0.4724,S3,Estabilidad,Moderada
2019-03,M01,Agropecuario,-0.0532,3.21,5.0,-12.2858,4.9871,4.9871,True,0.1351,0.0,0.5495,0.9727,0.3098,S4,Decrecimiento,Media
2019-04,M01,Agropecuario,0.3552,3.25,5.0,-11.7487,7.7624,7.7624,True,0.2162,0.0101,0.4324,0.9727,0.3214,S4,Decrecimiento,Media
2019-05,M01,Agropecuario,1.4677,3.31,5.0,-4.553,9.7298,9.7298,True,0.3604,0.101,0.3784,0.9727,0.391,S4,Decrecimiento,Media
2019-06,M01,Agropecuario,1.3214,3.43,5.0,1.8537,11.4145,11.4145,True,0.3423,0.5556,0.3514,0.9727,0.492,S3,Estabilidad,Moderada
2019-07,M01,Agropecuario,1.6548,3.79,5.0,-3.209,12.7638,12.7638,True,0.3874,0.1616,0.2973,0.9727,0.4007,S3,Estabilidad,Moderada
2019-08,M01,Agropecuario,2.0887,3.75,5.0,-7.7602,12.9029,12.9029,True,0.4505,0.0303,0.2883,0.9727,0.3913,S4,Decrecimiento,Media
2019-09,M01,Agropecuario,2.1415,3.82,5.0,-5.7751,12.9686,12.9686,True,0.4595,0.0909,0.2793,0.9727,0.4083,S3,Estabilidad,Moderada
2019-10,M01,Agropecuario,2.3962,3.86,5.0,-0.3593,12.3166,12.3166,True,0.5045,0.3737,0.3243,0.9727,0.506,S3,Estabilidad,Moderada
2019-11,M01,Agropecuario,2.4481,3.84,5.0,-6.7212,9.2512,9.2512,True,0.5135,0.0505,0.3874,0.9727,0.4414,S3,Estabilidad,Moderada
2019-12,M01,Agropecuario,2.7173,3.8,5.0,-2.8697,6.4529,6.4529,True,0.5405,0.2121,0.4775,0.9727,0.5106,S3,Estabilidad,Moderada
2020-01,M01,Agropecuario,5.9244,3.62,5.0,-5.8505,4.3773,4.3773,True,0.8288,0.0909,0.6306,0.9727,0.6263,S2,Crecimiento,Moderada
2020-02,M01,Agropecuario,6.787,3.72,5.0,-8.1553,7.3013,7.3013,True,0.8919,0.0303,0.4505,0.9727,0.6003,S2,Crecimiento,Moderada
2020-03,M01,Agropecuario,5.3896,3.86,5.0,-2.7003,12.2964,12.2964,True,0.8108,0.2222,0.3243,0.9727,0.5906,S3,Estabilidad,Moderada
2020-04,M01,Agropecuario,4.5236,3.51,5.0,-8.0619,12.3865,12.3865,True,0.7568,0.0303,0.3153,0.9727,0.5193,S3,Estabilidad,Moderada
2020-05,M01,Agropecuario,2.4187,2.85,5.0,-13.862773663097336,10.292,10.292,True,0.5135,0.0,0.3604,0.9727,0.4234,S3,Estabilidad,Moderada
2020-06,M01,Agropecuario,2.1977,2.19,5.0,-13.862773663097336,5.5271,5.5271,True,0.4775,0.0,0.5225,0.9727,0.4414,S3,Estabilidad,Moderada
2020-07,M01,Agropecuario,1.9811,1.97,5.0,-5.2555,4.7087,4.7087,True,0.4505,0.101,0.5586,0.9727,0.4631,S3,Estabilidad,Moderada
2020-08,M01,Agropecuario,1.3525,1.88,5.0,0.9177,4.847,4.847,True,0.3514,0.5051,0.5495,0.9727,0.5226,S3,Estabilidad,Moderada
2020-09,M01,Agropecuario,1.7782,1.97,2.0,-0.6375,4.9624,4.9624,True,0.4054,0.3636,0.5495,1.0,0.513,S3,Estabilidad,Moderada
2020-10,M01,Agropecuario,1.5157,1.75,2.0,-7.1723,4.8631,4.8631,True,0.3694,0.0404,0.5495,1.0,0.4178,S3,Estabilidad,Moderada
2020-11,M01,Agropecuario,1.4356,1.49,2.0,-4.2572,7.48,7.48,True,0.3604,0.1111,0.4414,1.0,0.4102,S3,Estabilidad,Moderada
2020-12,M01,Agropecuario,1.9607,1.61,2.0,-5.3631,9.2871,9.2871,True,0.4414,0.101,0.3784,1.0,0.4275,S3,Estabilidad,Moderada
2021-01,M01,Agropecuario,-0.7926,1.6,2.0,-1.6723,12.6346,12.6346,True,0.0721,0.2828,0.3063,1.0,0.3108,S4,Decrecimiento,Media
2021-02,M01,Agropecuario,-1.2902,1.56,2.0,-9.1987,13.0677,13.0677,True,0.0631,0.0303,0.2703,1.0,0.2369,S4,Decrecimiento,Media
2021-03,M01,Agropecuario,3.8795,1.51,2.0,3.7475,10.4902,10.4902,True,0.6667,0.7273,0.3604,1.0,0.6706,S2,Crecimiento,Moderada
2021-04,M01,Agropecuario,5.786,1.95,2.0,7.5195,11.6135,11.6135,True,0.8288,0.8788,0.3333,1.0,0.7679,S2,Crecimiento,Moderada
2021-05,M01,Agropecuario,4.2811,3.3,2.0,15.86182820855188,20.0885,20.0885,True,0.7117,1.0,0.1532,1.0,0.7153,S2,Crecimiento,Moderada
2021-06,M01,Agropecuario,5.0506,3.63,2.0,-4.0942,19.8437,19.8437,True,0.7928,0.1111,0.1532,1.0,0.5255,S3,Estabilidad,Moderada
2021-07,M01,Agropecuario,4.9097,3.97,2.0,6.8894,21.7436,21.7436,True,0.7658,0.8788,0.1441,1.0,0.7048,S2,Crecimiento,Moderada
2021-08,M01,Agropecuario,4.6176,4.44,2.0,-12.0742,22.6669,22.6669,True,0.7568,0.0101,0.1441,1.0,0.4841,S3,Estabilidad,Moderada
2021-09,M01,Agropecuario,4.5505,4.51,2.0,-8.0836,21.5268,21.5268,True,0.7568,0.0303,0.1441,1.0,0.4891,S3,Estabilidad,Moderada
2021-10,M01,Agropecuario,4.6447,4.58,2.0,-5.1104,22.7586,22.7586,True,0.7568,0.101,0.1441,1.0,0.5068,S3,Estabilidad,Moderada
2021-11,M01,Agropecuario,4.8419,5.26,2.0,-3.6677,26.3926,26.3926,True,0.7658,0.1212,0.1081,1.0,0.5082,S3,Estabilidad,Moderada
2021-12,M01,Agropecuario,4.3735,5.62,2.3871,-6.9565,33.6566,33.6566,True,0.7387,0.0505,0.0901,1.0,0.4761,S3,Estabilidad,Moderada
2022-01,M01,Agropecuario,-0.1666,6.94,3.0323,-3.0775,42.5839,42.5839,True,0.1171,0.1818,0.036,1.0,0.2495,S4,Decrecimiento,Media
2022-02,M01,Agropecuario,0.9547,8.01,4.0,4.5111,49.7407,49.7407,True,0.3063,0.7879,0.009,0.9909,0.4699,S3,Estabilidad,Moderada
2022-03,M01,Agropecuario,-1.4006,8.53,4.0,2.9391,45.4673,45.4673,True,0.0541,0.6667,0.018,0.9909,0.3405,S4,Decrecimiento,Media
2022-04,M01,Agropecuario,-1.7103,9.23,5.0,5.9248,44.7038,44.7038,True,0.036,0.8485,0.027,0.9727,0.3778,S4,Decrecimiento,Media
2022-05,M01,Agropecuario,0.6308,9.07,5.9677,10.6469,32.1113,32.1113,True,0.2523,0.9697,0.1081,0.7271,0.474,S3,Estabilidad,Moderada
2022-06,M01,Agropecuario,0.3186,9.67,6.0,5.3551,37.8667,37.8667,True,0.2072,0.798,0.0631,0.718,0.4027,S3,Estabilidad,Moderada
2022-07,M01,Agropecuario,-0.14,10.21,6.0,-0.8929,37.3732,37.3732,True,0.1261,0.3434,0.0811,0.718,0.2602,S4,Decrecimiento,Media
2022-08,M01,Agropecuario,0.388,10.84,9.0,-0.8855,37.7753,37.7753,True,0.2252,0.3535,0.0721,0.5087,0.2692,S4,Decrecimiento,Media
2022-09,M01,Agropecuario,-0.0438,11.44,9.0333,9.1878,39.4576,39.4576,True,0.1441,0.9293,0.0541,0.4996,0.3757,S4,Decrecimiento,Media
2022-10,M01,Agropecuario,-0.4933,12.22,10.0323,3.9865,39.7214,39.7214,True,0.0991,0.7475,0.045,0.4905,0.3091,S4,Decrecimiento,Media
2022-11,M01,Agropecuario,-0.6832,12.53,11.0,2.1111,36.9727,36.9727,True,0.0811,0.5859,0.0901,0.4814,0.2691,S4,Decrecimiento,Media
2022-12,M01,Agropecuario,-0.9074,13.12,11.4194,-2.8993,33.4604,33.4604,True,0.0631,0.202,0.0991,0.4723,0.1664,S5,Contracción,Alta
2023-01,M01,Agropecuario,1.825,13.25,12.0,-0.2047,25.3853,25.3853,True,0.4234,0.404,0.1171,0.4632,0.3633,S4,Decrecimiento,Media
2023-02,M01,Agropecuario,0.6668,13.28,12.0,4.3084,20.4903,20.4903,True,0.2613,0.7778,0.1532,0.4632,0.3991,S4,Decrecimiento,Media
2023-03,M01,Agropecuario,0.9124,13.34,12.0323,5.5126,18.7395,18.7395,True,0.2973,0.8081,0.1622,0.445,0.4201,S3,Estabilidad,Moderada
2023-04,M01,Agropecuario,-0.7504,12.82,13.0,5.9778,11.323,11.323,True,0.0721,0.8586,0.3604,0.4359,0.381,S4,Decrecimiento,Media
2023-05,M01,Agropecuario,-0.648,12.36,13.0,-2.631,9.7942,9.7942,True,0.0901,0.2222,0.3694,0.4359,0.2309,S4,Decrecimiento,Media
2023-06,M01,Agropecuario,-0.2393,12.13,13.0,-0.25,5.5782,5.5782,True,0.1081,0.3939,0.5225,0.4359,0.3116,S4,Decrecimiento,Media
2023-07,M01,Agropecuario,0.0139,11.78,13.0,1.8411,2.7801,2.7801,True,0.1622,0.5455,0.7568,0.4359,0.418,S3,Estabilidad,Moderada
2023-08,M01,Agropecuario,0.0512,11.43,13.0,5.6812,4.4536,4.4536,True,0.1802,0.8182,0.6126,0.4359,0.4645,S3,Estabilidad,Moderada
2023-09,M01,Agropecuario,0.309,10.99,13.0,-3.0207,5.0397,5.0397,True,0.1982,0.1919,0.5405,0.4359,0.3007,S4,Decrecimiento,Media
2023-10,M01,Agropecuario,0.7528,10.48,13.0,0.0998,4.1685,4.1685,True,0.2793,0.4242,0.6577,0.4359,0.4147,S3,Estabilidad,Moderada
2023-11,M01,Agropecuario,1.3933,10.15,13.0,2.8367,2.1396,2.1396,True,0.3514,0.6465,0.7658,0.4359,0.5207,S3,Estabilidad,Moderada
2023-12,M01,Agropecuario,1.6486,9.28,13.0,1.4694,-1.2047,-1.2047,True,0.3784,0.5253,0.9009,0.4359,0.5282,S3,Estabilidad,Moderada
2024-01,M01,Agropecuario,8.1583,8.35,13.0,8.2596,-3.031,-3.031,True,0.9279,0.899,0.9459,0.4359,0.8505,S1,Aceleración,Baja
2024-02,M01,Agropecuario,8.3998,7.74,13.0,-1.0444,-3.4129,-3.4129,True,0.9369,0.3333,0.964,0.4359,0.7163,S2,Crecimiento,Moderada
2024-03,M01,Agropecuario,4.1373,7.36,13.0,-5.8972,-2.4351,-2.4351,True,0.6937,0.0808,0.9369,0.4359,0.5504,S3,Estabilidad,Moderada
2024-04,M01,Agropecuario,5.355,7.16,13.0,-3.3323,3.34,3.34,True,0.8018,0.1313,0.7117,0.4359,0.5613,S3,Estabilidad,Moderada
2024-05,M01,Agropecuario,5.7256,7.16,13.0,-0.6091,7.683,7.683,True,0.8198,0.3636,0.4414,0.4359,0.5725,S3,Estabilidad,Moderada
2024-06,M01,Agropecuario,5.0227,7.18,13.0,0.5042,12.4041,12.4041,True,0.7838,0.4646,0.3153,0.4359,0.5581,S3,Estabilidad,Moderada
2024-07,M01,Agropecuario,6.2921,6.86,13.0,0.8902,14.75,14.75,True,0.8559,0.4949,0.2342,0.4359,0.5783,S3,Estabilidad,Moderada
2024-08,M01,Agropecuario,6.4608,6.12,13.0,2.3109,7.2834,7.2834,True,0.8739,0.6162,0.4595,0.4359,0.6609,S2,Crecimiento,Moderada
2024-09,M01,Agropecuario,6.3386,5.81,13.0,3.0892,7.832,7.832,True,0.8649,0.697,0.4234,0.4359,0.6703,S2,Crecimiento,Moderada
2024-10,M01,Agropecuario,6.5906,5.41,13.0,-1.5716,8.5352,8.5352,True,0.8829,0.2929,0.4054,0.4359,0.5729,S3,Estabilidad,Moderada
2024-11,M01,Agropecuario,6.0466,5.2,13.0,-1.2177,13.5965,13.5965,True,0.8288,0.3232,0.2613,0.4359,0.53,S3,Estabilidad,Moderada
2024-12,M01,Agropecuario,6.1279,5.2,13.0,1.1767,16.5723,16.5723,True,0.8378,0.5152,0.1982,0.4359,0.5689,S3,Estabilidad,Moderada
2025-01,M01,Agropecuario,2.9718,5.22,13.0,0.5125,16.0003,16.0003,True,0.5766,0.4747,0.2072,0.4359,0.4561,S3,Estabilidad,Moderada
2025-02,M01,Agropecuario,1.7349,5.28,13.0,4.0455,15.8551,15.8551,True,0.3964,0.7576,0.2162,0.4359,0.4566,S3,Estabilidad,Moderada
2025-03,M01,Agropecuario,5.0015,5.09,13.0,11.5258,15.344,15.344,True,0.7748,0.9899,0.2252,0.4359,0.6678,S2,Crecimiento,Moderada
2025-04,M01,Agropecuario,5.3013,5.16,13.0,0.77,11.4923,11.4923,True,0.7928,0.4848,0.3423,0.4359,0.5722,S3,Estabilidad,Moderada
2025-05,M01,Agropecuario,4.7267,5.05,13.0,1.9153,7.9733,7.9733,True,0.7568,0.5758,0.4144,0.4359,0.5949,S3,Estabilidad,Moderada
2025-06,M01,Agropecuario,4.9141,4.82,13.0,1.4798,3.7301,3.7301,True,0.7658,0.5354,0.6937,0.4359,0.6443,S2,Crecimiento,Moderada
2025-07,M01,Agropecuario,4.3921,4.9,13.0,1.8789,7.3515,7.3515,True,0.7477,0.5657,0.4505,0.4359,0.596,S3,Estabilidad,Moderada
2025-08,M01,Agropecuario,4.1191,5.1,13.0,-6.9874,13.1508,13.1508,True,0.6847,0.0404,0.2703,0.4359,0.4034,S3,Estabilidad,Moderada
2025-09,M01,Agropecuario,4.2956,5.18,13.0,3.7535,14.5152,14.5152,True,0.7117,0.7273,0.2523,0.4359,0.5823,S3,Estabilidad,Moderada
2025-10,M01,Agropecuario,3.996,5.51,13.0,10.3742,11.972,11.972,True,0.6667,0.9596,0.3333,0.4359,0.6386,S2,Crecimiento,Moderada
2025-11,M01,Agropecuario,3.594,5.3,13.0,9.4954,2.9303,2.9303,True,0.6486,0.9394,0.7387,0.4359,0.7074,S2,Crecimiento,Moderada
2025-12,M01,Agropecuario,3.1002,5.1,13.0,-1.3448,-1.6879,-1.6879,True,0.6126,0.3131,0.9189,0.4359,0.5725,S3,Estabilidad,Moderada
2026-01,M01,Agropecuario,-2.6939,5.35,13.0,0.0274,2.9037,2.9037,True,0.0,0.4141,0.7477,0.4359,0.3185,S4,Decrecimiento,Media
2026-02,M01,Agropecuario,-2.4069,5.29,13.0,-10.7995,3.017,3.017,True,0.009,0.0202,0.7297,0.4359,0.22,S4,Decrecimiento,Media
2026-03,M01,Agropecuario,-2.4069,5.56,13.0,-6.5681,4.0544,4.0544,False,0.009,0.0606,0.6667,0.4359,0.2175,S4,Decrecimiento,Media
2015-01,M02,Minería y energía,-0.5286,3.82,13.0,,,3.82,True,0.6036,,0.4505,0.4359,0.5292,S3,Estabilidad,Moderada
2015-02,M02,Minería y energía,-3.5666,4.36,13.0,,,4.36,True,0.2793,,0.4414,0.4359,0.3538,S4,Decrecimiento,Media
2015-03,M02,Minería y energía,-2.61,4.56,13.0,,,4.56,True,0.4054,,0.4054,0.4359,0.4115,S3,Estabilidad,Moderada
2015-04,M02,Minería y energía,-0.4391,4.64,13.0,,,4.64,True,0.6216,,0.3784,0.4359,0.5196,S3,Estabilidad,Moderada
2015-05,M02,Minería y energía,0.4287,4.41,13.0,,,4.41,True,0.6577,,0.4324,0.4359,0.5533,S3,Estabilidad,Moderada
2015-06,M02,Minería y energía,0.1822,4.42,13.0,,,4.42,True,0.6486,,0.4234,0.4359,0.546,S3,Estabilidad,Moderada
2015-07,M02,Minería y energía,-0.0972,4.46,13.0,,,4.46,True,0.6396,,0.4144,0.4359,0.5388,S3,Estabilidad,Moderada
2015-08,M02,Minería y energía,-0.5738,4.74,13.0,,,4.74,True,0.5946,,0.3694,0.4359,0.5028,S3,Estabilidad,Moderada
2015-09,M02,Minería y energía,-0.7711,5.35,13.0,,,5.35,True,0.5766,,0.3514,0.4359,0.4884,S3,Estabilidad,Moderada
2015-10,M02,Minería y energía,-0.9203,5.89,13.0,,,5.89,True,0.5586,,0.3423,0.4359,0.4764,S3,Estabilidad,Moderada
2015-11,M02,Minería y energía,-0.8878,6.39,13.0,,,6.39,True,0.5676,,0.3333,0.4359,0.4788,S3,Estabilidad,Moderada
2015-12,M02,Minería y energía,-1.0574,6.77,13.0,,,6.77,True,0.5495,,0.3063,0.4359,0.4619,S3,Estabilidad,Moderada
2016-01,M02,Minería y energía,-5.1481,7.45,13.0,-17.1717,-7.4762,-7.4762,True,0.1982,0.0303,0.6847,0.4359,0.2892,S4,Decrecimiento,Media
2016-02,M02,Minería y energía,-0.6095,7.59,6.0,-15.4177,3.5899,3.5899,True,0.5856,0.0505,0.4595,0.718,0.4465,S3,Estabilidad,Moderada
2016-03,M02,Minería y energía,-1.7909,7.98,6.0,35.2228,-6.5543,-6.5543,True,0.5045,0.9798,0.6667,0.718,0.6878,S2,Crecimiento,Moderada
2016-04,M02,Minería y energía,-2.716,7.93,6.0,-10.3672,-4.0106,-4.0106,True,0.3784,0.1212,0.6396,0.718,0.4173,S3,Estabilidad,Moderada
2016-05,M02,Minería y energía,-3.0522,8.2,6.9677,-3.9213,-1.7321,-1.7321,True,0.3153,0.303,0.5766,0.6634,0.4167,S3,Estabilidad,Moderada
2016-06,M02,Minería y energía,-3.073,8.6,7.0,-6.0658,-7.5846,-7.5846,True,0.3063,0.2323,0.7027,0.6543,0.4193,S3,Estabilidad,Moderada
2016-07,M02,Minería y energía,-2.6065,8.97,7.0,-14.0403,-9.645,-9.645,True,0.4144,0.0707,0.7658,0.6543,0.4347,S3,Estabilidad,Moderada
2016-08,M02,Minería y energía,-2.4546,8.1,7.0,-14.5955,-12.3267,-12.3267,True,0.4414,0.0606,0.7838,0.6543,0.4466,S3,Estabilidad,Moderada
2016-09,M02,Minería y energía,-2.3626,7.27,7.0,0.4268,-8.7804,-8.7804,True,0.4775,0.3737,0.7297,0.6543,0.5285,S3,Estabilidad,Moderada
2016-10,M02,Minería y energía,-2.565,6.48,7.0,15.0575,0.0221,0.0221,True,0.4234,0.8182,0.5315,0.6543,0.5784,S3,Estabilidad,Moderada
2016-11,M02,Minería y energía,-2.7961,5.96,7.0,-21.3372,7.1357,7.1357,True,0.3694,0.0,0.2973,0.6543,0.3054,S4,Decrecimiento,Media
2016-12,M02,Minería y energía,-2.8849,5.75,7.0,-16.0227,0.4521,0.4521,True,0.3514,0.0404,0.5135,0.6543,0.3515,S4,Decrecimiento,Media
2017-01,M02,Minería y energía,-5.0183,5.47,7.0,17.1455,8.3672,8.3672,True,0.2072,0.8485,0.2793,0.6543,0.449,S3,Estabilidad,Moderada
2017-02,M02,Minería y energía,-6.8436,5.18,7.0,-1.6335,9.8853,9.8853,True,0.0901,0.3535,0.2523,0.6543,0.273,S4,Decrecimiento,Media
2017-03,M02,Minería y energía,-7.054,4.69,7.0,-13.3125,1.1906,1.1906,True,0.0631,0.0808,0.4955,0.6543,0.2427,S4,Decrecimiento,Media
2017-04,M02,Minería y energía,-6.7047,4.66,7.0,19.2127,3.4076,3.4076,True,0.0991,0.8788,0.4865,0.6543,0.4548,S3,Estabilidad,Moderada
2017-05,M02,Minería y energía,-5.9322,4.37,7.0,1.3031,-3.9401,-3.9401,True,0.1441,0.4343,0.6306,0.6543,0.3905,S4,Decrecimiento,Media
2017-06,M02,Minería y energía,-5.8522,3.99,7.0,9.7734,-9.0266,-9.0266,True,0.1532,0.7172,0.7477,0.6543,0.4883,S3,Estabilidad,Moderada
2017-07,M02,Minería y energía,-5.9563,3.4,7.0,25.7867,-3.4235,-3.4235,True,0.1351,0.9293,0.6126,0.6543,0.507,S3,Estabilidad,Moderada
2017-08,M02,Minería y energía,-5.97,3.87,7.0,13.2285,0.384,0.384,True,0.1261,0.7677,0.5225,0.6543,0.445,S3,Estabilidad,Moderada
2017-09,M02,Minería y energía,-6.209,3.97,7.0,-7.536,3.4725,3.4725,True,0.1081,0.202,0.4775,0.6543,0.2874,S4,Decrecimiento,Media
